Female,DeerYear,ReprodStatus,Calf,Fecundity,SeenInRut,Age
BAN87,1988,Naïve,,0,0,1
BAN87,1989,Naïve,,0,0,2
BAN89,1989,Naïve,,0,0,0
BAN89,1990,Naïve,,0,0,1
BAN91,1991,Naïve,,0,0,0
BAN91,1992,Naïve,,0,0,1
BAN91,1993,Naïve,,0,0,2
BAR79,1979,Naïve,,0,0,0
BAR79,1980,Naïve,,0,0,1
BAR79,1981,Naïve,,0,-1,2
BAR79,1982,Naïve,,0,-1,3
BAR79,1983,Naïve,WHS83,1,-1,4
BAR79,1984,Winter yeld,WHS84,1,-1,5
BAR79,1985,Milk,WHS85,1,-1,6
BAR79,1986,Winter yeld,,0,-1,7
BAR79,1987,True yeld,WHS87,1,-1,8
BAR79,1988,Milk,WHS88,1,-1,9
BAR79,1989,Winter yeld,,0,-1,10
BAR79,1990,True yeld,WHS90,1,-1,11
BAR79,1991,Milk,WHS91,1,-1,12
BAR80,1980,Naïve,,0,0,0
BAR80,1981,Naïve,,0,0,1
BAR80,1982,Naïve,,0,-1,2
BAR80,1983,Naïve,,0,-1,3
BAR80,1984,Naïve,PEN84,1,-1,4
BAR80,1985,Milk,PEN85,1,-1,5
BAR80,1986,Winter yeld,PEN86,1,-1,6
BAR80,1987,Milk,PEN87,1,-1,7
BAR80,1988,Milk,PEN88,1,-1,8
BAR80,1989,Winter yeld,PEN89,1,-1,9
BAR80,1990,Milk,PEN90,1,-1,10
BAR80,1991,Milk,PEN91,1,-1,11
BAR80,1992,Winter yeld,PEN92,1,-1,12
BAR83,1983,Naïve,,0,0,0
BAR83,1984,Naïve,,0,0,1
BAR83,1985,Naïve,,0,-1,2
BAR83,1986,Naïve,,0,-1,3
BAR83,1987,Naïve,OAT87,1,-1,4
BAR83,1988,Milk,,0,-1,5
BAR83,1989,True yeld,OAT89,1,-1,6
BAR83,1990,Milk,OAT90,1,-1,7
BAR83,1991,Milk,,0,-1,8
BAR83,1992,True yeld,OAT92,1,-1,9
BAR83,1993,Winter yeld,,0,-1,10
BAR83,1994,True yeld,OAT94,1,-1,11
BAR83,1995,Milk,OAT95,1,0,12
BAR84,1984,Naïve,,0,0,0
BAR84,1985,Naïve,,0,0,1
BAR84,1986,Naïve,,0,-1,2
BAR84,1987,Naïve,,0,-1,3
BAR84,1988,Naïve,MEA88,1,-1,4
BAR84,1989,Winter yeld,MEA89,1,-1,5
BAR84,1990,Winter yeld,MEA90,1,-1,6
BAR84,1991,Winter yeld,MEA91,1,-1,7
BAR84,1992,Winter yeld,MEA92,1,-1,8
BAR84,1993,Winter yeld,,0,-1,9
BAR84,1994,True yeld,MEA94,1,-1,10
BARKH,1974,Naïve,BAR74,1,0,
BAS19,2019,Naïve,,0,0,0
BAS23,2023,Naïve,,0,0,0
BAU20,2020,Naïve,,0,0,0
BAU20,2021,Naïve,,0,0,1
BAU20,2022,Naïve,,0,-1,2
BAU20,2023,Naïve,,0,-1,3
BAU21,2021,Naïve,,0,0,0
BAU21,2022,Naïve,,0,0,1
BAU21,2023,Naïve,,0,-1,2
BAU22,2022,Naïve,,0,0,0
BAU22,2023,Naïve,,0,0,1
BBA17,2017,Naïve,,0,0,0
BCA14,2014,Naïve,,0,0,0
BCA20,2020,Naïve,,0,0,0
BCA20,2021,Naïve,,0,0,1
BCA20,2022,Naïve,,0,-1,2
BCA20,2023,Naïve,KLE23,1,-1,3
BCL84,1984,Naïve,,0,0,0
BCL84,1985,Naïve,,0,0,1
BCL84,1986,Naïve,,0,-1,2
BCL84,1987,Naïve,,0,-1,3
BCL84,1988,Naïve,,0,-1,4
BCL84,1989,Naïve,,0,-1,5
BCL84,1990,Naïve,TOG90,1,-1,6
BCL84,1991,Winter yeld,TOG91,1,-1,7
BCL84,1992,Winter yeld,TOG92,1,-1,8
BCL87,1987,Naïve,,0,0,0
BCL87,1988,Naïve,,0,0,1
BCL87,1989,Naïve,,0,-1,2
BCL87,1990,Naïve,,0,-1,3
BCL87,1991,Naïve,,0,-1,4
BCL87,1992,Naïve,SHA92,1,-1,5
BCL88,1988,Naïve,,0,0,0
BCL89,1989,Naïve,,0,0,0
BCL93,1993,Naïve,,0,0,0
BCL93,1994,Naïve,,0,0,1
BCL93,1995,Naïve,,0,-1,2
BCL93,1996,Naïve,BUT96,1,-1,3
BCL93,1997,Milk,,0,-1,4
BCL93,1998,True yeld,BUT98,1,-1,5
BCL93,1999,Milk,BUT99,1,-1,6
BCL93,2000,Winter yeld,BUT00,1,-1,7
BCL93,2001,Winter yeld,BUT01,1,-1,8
BCL93,2002,Winter yeld,BUT02,1,-1,9
BCL93,2003,Milk,BUT03,1,-1,10
BCL93,2004,Milk,BUT04,1,-1,11
BCL93,2005,Winter yeld,BUT05,1,-1,12
BCL93,2006,Winter yeld,BUT06,1,-1,13
BCL93,2007,Milk,BUT07,1,-1,14
BCL94,1994,Naïve,,0,0,0
BCL95,1995,Naïve,,0,0,0
BCL95,1996,Naïve,,0,0,1
BCL95,1997,Naïve,,0,-1,2
BCL95,1998,Naïve,,0,-1,3
BCL95,1999,Naïve,,0,-1,4
BCL95,2000,Naïve,LAC00,1,-1,5
BCL95,2001,Milk,,0,-1,6
BCL95,2002,True yeld,LAC02,1,-1,7
BCL95,2003,Milk,,0,-1,8
BCL95,2004,True yeld,LAC04,1,-1,9
BCL96,1996,Naïve,,0,0,0
BCL96,1997,Naïve,,0,0,1
BCL96,1998,Naïve,,0,-1,2
BCL96,1999,Naïve,,0,-1,3
BCL96,2000,Naïve,RIB00,1,-1,4
BCL96,2001,Winter yeld,,0,-1,5
BCL96,2002,True yeld,RIB02,1,-1,6
BCL96,2003,Milk,RIB03,1,-1,7
BCL96,2004,Milk,,0,-1,8
BCL96,2005,True yeld,RIB05,1,-1,9
BCL96,2006,Milk,,0,-1,10
BCL96,2007,True yeld,RIB07,1,-1,11
BEA00,2000,Naïve,,0,0,0
BEA00,2001,Naïve,,0,0,1
BEA00,2002,Naïve,,0,-1,2
BEA00,2003,Naïve,,0,-1,3
BEA00,2004,Naïve,CNK04,1,-1,4
BEA00,2005,Milk,,0,-1,5
BEA00,2006,True yeld,CNK06,1,-1,6
BEA00,2007,Milk,,0,-1,7
BEA00,2008,True yeld,CNK08,1,-1,8
BEA00,2009,Milk,CNK09,1,-1,9
BEA00,2010,Summer yeld,,0,-1,10
BEA00,2011,True yeld,CNK11,1,-1,11
BEA00,2012,Milk,CNK12,1,-1,12
BEA00,2013,Milk,,0,-1,13
BEA00,2014,True yeld,CNK14,1,-1,14
BEA00,2015,Milk,,0,-1,15
BEA00,2016,True yeld,CNK16,1,0,16
BEA04,2004,Naïve,,0,0,0
BEA05,2005,Naïve,,0,0,0
BEA05,2006,Naïve,,0,0,1
BEA05,2007,Naïve,,0,0,2
BEA05,2008,Naïve,,0,-1,3
BEA05,2009,Naïve,,0,0,4
BEA05,2010,Naïve,FLT10,1,-1,5
BEA05,2011,Summer yeld,,0,0,6
BEA05,2012,True yeld,FLT12,1,-1,7
BEA05,2013,Milk,,0,-1,8
BED15,2015,Naïve,,0,0,0
BED15,2016,Naïve,,0,0,1
BED15,2017,Naïve,,0,-1,2
BED15,2018,Naïve,,0,-1,3
BED15,2019,Naïve,MAA19,1,-1,4
BED15,2020,Summer yeld,MAA20,1,-1,5
BED15,2021,Milk,MAA21,1,-1,6
BED15,2022,Milk,,0,-1,7
BED15,2023,True yeld,MAA23,1,-1,8
BED17,2017,Naïve,,0,0,0
BED17,2018,Naïve,,0,0,1
BED17,2019,Naïve,,0,-1,2
BED17,2020,Naïve,,0,-1,3
BED17,2021,Naïve,SIN21,1,-1,4
BED17,2022,Summer yeld,SIN22,1,-1,5
BEE90,1990,Naïve,,0,0,0
BEE90,1991,Naïve,,0,0,1
BEE90,1992,Naïve,,0,-1,2
BEE91,1991,Naïve,,0,0,0
BEE93,1993,Naïve,,0,0,0
BEE93,1994,Naïve,,0,0,1
BEE93,1995,Naïve,,0,-1,2
BEE93,1996,Naïve,,0,-1,3
BEE93,1997,Naïve,MLN97,1,-1,4
BEE93,1998,Milk,MLN98,1,-1,5
BEE93,1999,Winter yeld,,0,-1,6
BEE93,2000,True yeld,MLN00,1,-1,7
BEE93,2001,Milk,,0,-1,8
BEE93,2002,True yeld,MLN02,1,-1,9
BEE93,2003,Milk,,0,-1,10
BEE93,2004,True yeld,MLN04,1,-1,11
BEE93,2005,Winter yeld,,0,-1,12
BEE93,2006,True yeld,,0,-1,13
BEE93,2007,True yeld,MLN07,1,-1,14
BEE93,2008,Milk,,0,-1,15
BEE93,2009,True yeld,MLN09,1,-1,16
BEE93,2010,Summer yeld,MLN10,1,-1,17
BEE93,2011,Summer yeld,,0,-1,18
BEE93,2012,True yeld,,0,-1,19
BEE93,2013,True yeld,,0,-1,20
BEE93,2014,True yeld,,0,-1,21
BEE93,2015,True yeld,,0,-1,22
BEE93,2016,True yeld,,0,-1,23
BEE93,2017,True yeld,,0,-1,24
BEE93,2018,True yeld,,0,-1,25
BEE94,1994,Naïve,,0,0,0
BEE94,1995,Naïve,,0,0,1
BEE94,1996,Naïve,,0,-1,2
BEE94,1997,Naïve,,0,-1,3
BEE94,1998,Naïve,HEB98,1,-1,4
BEE94,1999,Milk,,0,-1,5
BEE94,2000,True yeld,HEB00,1,-1,6
BEE96,1996,Naïve,,0,0,0
BET73,1973,Naïve,,0,0,0
BET73,1974,Naïve,,0,-1,1
BET73,1975,Naïve,,0,-1,2
BET73,1976,Naïve,,0,-1,3
BET73,1977,Naïve,JUN77,1,-1,4
BET73,1978,Milk,JUN78,1,-1,5
BET73,1979,Milk,,0,-1,6
BET73,1980,True yeld,JUN80,1,-1,7
BET73,1981,Summer yeld,JUN81,1,-1,8
BET73,1982,Milk,JUN82,1,-1,9
BET73,1983,Winter yeld,,0,-1,10
BET73,1984,True yeld,JUN84,1,-1,11
BET73,1985,Summer yeld,JUN85,1,-1,12
BET80,1980,Naïve,,0,0,0
BGE22,2022,Naïve,,0,0,0
BIE01,2001,Naïve,,0,0,0
BIE01,2002,Naïve,,0,0,1
BIE01,2003,Naïve,,0,-1,2
BIE01,2004,Naïve,,0,-1,3
BIE01,2005,Naïve,CHD05,1,-1,4
BIE01,2006,Milk,CHD06,1,-1,5
BIE01,2007,Winter yeld,CHD07,1,-1,6
BIE01,2008,Summer yeld,CHD08,1,-1,7
BIE01,2009,Milk,,0,-1,8
BIE01,2010,True yeld,CHD10,1,-1,9
BIE01,2011,Milk,CHD11,1,-1,10
BIE01,2012,Summer yeld,,0,-1,11
BIE01,2013,True yeld,CHD13,1,0,12
BIE06,2006,Naïve,,0,0,0
BIE06,2007,Naïve,,0,0,1
BIE06,2008,Naïve,,0,0,2
BIE08,2008,Naïve,,0,0,0
BIE97,1997,Naïve,,0,0,0
BIE97,1998,Naïve,,0,0,1
BIE97,1999,Naïve,,0,-1,2
BIE97,2000,Naïve,,0,-1,3
BIE97,2001,Naïve,MOZ01,1,-1,4
BIE97,2002,Summer yeld,MOZ02,1,-1,5
BIE97,2003,Milk,MOZ03,1,-1,6
BIE97,2004,Milk,,0,-1,7
BIE97,2005,True yeld,MOZ05,1,-1,8
BIE97,2006,Milk,,0,-1,9
BIE97,2007,True yeld,MOZ07,1,-1,10
BIE97,2008,Winter yeld,,0,-1,11
BIE97,2009,True yeld,MOZ09,1,-1,12
BIE97,2010,Winter yeld,,0,0,13
BIG75,1975,Naïve,,0,0,0
BIG76,1976,Naïve,,0,0,0
BIG76,1977,Naïve,,0,0,1
BIG76,1978,Naïve,,0,-1,2
BIG76,1979,Naïve,,0,-1,3
BIG76,1980,Naïve,CRA80,1,-1,4
BIG76,1981,Summer yeld,CRA81,1,-1,5
BIG76,1982,Milk,CRA82,1,-1,6
BIG76,1983,Milk,CRA83,1,-1,7
BIG76,1984,Winter yeld,CRA84,1,-1,8
BIG76,1985,Milk,CRA85,1,-1,9
BIG76,1986,Winter yeld,CRA86,1,-1,10
BIG76,1987,Milk,CRA87,1,-1,11
BIG76,1988,Winter yeld,,0,0,12
BIG80,1980,Naïve,,0,0,0
BIGHE,1968,Naïve,,0,0,0
BIGHE,1969,Naïve,,0,0,1
BIGHE,1970,Naïve,,0,0,2
BIGHE,1971,Naïve,,0,-1,3
BIGHE,1972,Naïve,BIG72,1,-1,4
BIGHE,1973,Winter yeld,BIG73,1,0,5
BIGHE,1974,Summer yeld,BIG74,1,-1,6
BIGHE,1975,Milk,BIG75,1,-1,7
BIGHE,1976,Winter yeld,BIG76,1,-1,8
BIGHE,1977,Milk,,0,-1,9
BIGHE,1978,True yeld,BIG78,1,-1,10
BIGHE,1979,Winter yeld,,0,-1,11
BIGHE,1980,True yeld,BIG80,1,-1,12
BIJ16,2016,Naïve,,0,0,0
BIL84,1984,Naïve,,0,0,0
BIL84,1985,Naïve,,0,0,1
BIL84,1986,Naïve,,0,-1,2
BIL84,1987,Naïve,,0,-1,3
BIL84,1988,Naïve,,0,-1,4
BIL84,1989,Naïve,FRO89,1,-1,5
BIL84,1990,Summer yeld,FRO90,1,-1,6
BIL84,1991,Winter yeld,FRO91,1,-1,7
BIL84,1992,Summer yeld,FRO92,1,-1,8
BIL84,1993,Summer yeld,FRO93,1,-1,9
BIL84,1994,Milk,FRO94,1,-1,10
BIL84,1995,Summer yeld,FRO95,1,-1,11
BIL84,1996,Milk,FRO96,1,-1,12
BIL84,1997,Milk,,0,-1,13
BIL84,1998,True yeld,FRO98,1,-1,14
BIL84,1999,Winter yeld,,0,-1,15
BIS81,1981,Naïve,,0,0,0
BIS81,1982,Naïve,,0,0,1
BIS83,1983,Naïve,,0,0,0
BIT01,2001,Naïve,,0,0,0
BIT01,2002,Naïve,,0,0,1
BIT01,2003,Naïve,,0,-1,2
BIT01,2004,Naïve,BOM04,1,-1,3
BIT01,2005,Milk,,0,-1,4
BIT01,2006,True yeld,BOM06,1,-1,5
BIT01,2007,Milk,BOM07,1,-1,6
BIT01,2008,Milk,BOM08,1,-1,7
BLC76,1976,Naïve,,0,0,0
BLC77,1977,Naïve,,0,0,0
BLC77,1978,Naïve,,0,0,1
BLC77,1979,Naïve,,0,-1,2
BLC79,1979,Naïve,,0,0,0
BLC83,1983,Naïve,,0,0,0
BLC83,1984,Naïve,,0,0,1
BLC83,1985,Naïve,,0,-1,2
BLC83,1986,Naïve,,0,-1,3
BLC83,1987,Naïve,,0,-1,4
BLC83,1988,Naïve,,0,-1,5
BLC83,1989,Naïve,CHP89,1,-1,6
BLC83,1990,Summer yeld,CHP90,1,-1,7
BLC83,1991,Milk,CHP91,1,-1,8
BLC83,1992,Summer yeld,CHP92,1,-1,9
BLC83,1993,Winter yeld,,0,-1,10
BLC83,1994,True yeld,CHP94,1,-1,11
BLC83,1995,Milk,,0,-1,12
BLC83,1996,True yeld,,0,-1,13
BLC87,1987,Naïve,,0,0,0
BLC89,1989,Naïve,,0,0,0
BLF95,1995,Naïve,,0,0,0
BLF95,1996,Naïve,,0,0,1
BLF95,1997,Naïve,,0,0,2
BLF95,1998,Naïve,,0,0,3
BLF95,1999,Naïve,,0,-1,4
BLF95,2000,Naïve,,0,0,5
BLF95,2001,Naïve,TUFTY,1,0,6
BLF95,2002,Milk,,0,0,7
BLF95,2003,True yeld,,0,0,8
BLF95,2004,True yeld,BLF04,1,0,9
BLF95,2005,Summer yeld,,0,0,10
BLI19,2019,Naïve,,0,0,0
BLI20,2020,Naïve,,0,0,0
BLI20,2021,Naïve,,0,0,1
BLI20,2022,Naïve,,0,-1,2
BLI20,2023,Naïve,,0,-1,3
BLI21,2021,Naïve,,0,0,0
BLI21,2022,Naïve,,0,0,1
BLI21,2023,Naïve,,0,-1,2
BLL18,2018,Naïve,,0,0,0
BLO72,1972,Naïve,,0,0,0
BLO72,1973,Naïve,,0,0,1
BLO72,1974,Naïve,,0,-1,2
BLO72,1975,Naïve,,0,-1,3
BLO72,1976,Naïve,BLC76,1,-1,4
BLO72,1977,Summer yeld,BLC77,1,-1,5
BLO72,1978,Milk,,0,-1,6
BLO72,1979,True yeld,BLC79,1,-1,7
BLO72,1980,Summer yeld,BLC80,1,-1,8
BLO72,1981,Winter yeld,BLC81,1,-1,9
BLO72,1982,Milk,BLC82,1,-1,10
BLO72,1983,Summer yeld,BLC83,1,-1,11
BLO72,1984,Milk,BLC84,1,-1,12
BLO72,1985,Summer yeld,BLC85,1,-1,13
BLO72,1986,Winter yeld,,0,-1,14
BLO72,1987,True yeld,BLC87,1,-1,15
BLO72,1988,Winter yeld,BLC88,1,-1,16
BLO72,1989,Summer yeld,BLC89,1,-1,17
BLO73,1973,Naïve,,0,0,0
BLO73,1974,Naïve,,0,0,1
BLO74,1974,Naïve,,0,0,0
BLO75,1975,Naïve,,0,0,0
BLO75,1976,Naïve,,0,0,1
BLO75,1977,Naïve,,0,-1,2
BLO75,1978,Naïve,,0,-1,3
BLO75,1979,Naïve,KIW79,1,-1,4
BLO75,1980,Milk,,0,-1,5
BLO75,1981,True yeld,KIW81,1,-1,6
BLO75,1982,Winter yeld,,0,-1,7
BLO75,1983,True yeld,,0,-1,8
BLO75,1984,True yeld,KIW84,1,-1,9
BLO75,1985,Milk,KIW85,1,-1,10
BLO75,1986,Milk,,0,-1,11
BLO75,1987,True yeld,KIW87,1,-1,12
BLO75,1988,Milk,,0,-1,13
BLO75,1989,True yeld,KIW89,1,-1,14
BLO75,1990,Milk,,0,-1,15
BLO75,1991,True yeld,KIW91,1,-1,16
BLO75,1992,Winter yeld,KIW92,1,-1,17
BLO80,1980,Naïve,,0,0,0
BLO80,1981,Naïve,,0,0,1
BLO80,1982,Naïve,,0,-1,2
BLO80,1983,Naïve,,0,-1,3
BLO80,1984,Naïve,SCI84,1,-1,4
BLO80,1985,Summer yeld,SCI85,1,-1,5
BLO80,1986,Winter yeld,,0,-1,6
BLO80,1987,True yeld,SCI87,1,-1,7
BLO82,1982,Naïve,,0,0,0
BLOSS,1967,Naïve,,0,0,0
BLOSS,1968,Naïve,,0,0,1
BLOSS,1969,Naïve,,0,0,2
BLOSS,1970,Naïve,BLO70,1,0,3
BLOSS,1971,Summer yeld,,0,-1,4
BLOSS,1972,True yeld,BLO72,1,-1,5
BLOSS,1973,Milk,BLO73,1,0,6
BLOSS,1974,Milk,BLO74,1,-1,7
BLOSS,1975,Winter yeld,BLO75,1,-1,8
BLOSS,1976,Milk,,0,-1,9
BLOSS,1977,True yeld,BLO77,1,-1,10
BLOSS,1978,Milk,BLO78,1,-1,11
BLOSS,1979,Milk,,0,-1,12
BLOSS,1980,True yeld,BLO80,1,-1,13
BLOSS,1981,Milk,,0,-1,14
BLOSS,1982,True yeld,BLO82,1,-1,15
BLOSS,1983,Winter yeld,,0,-1,16
BLOSS,1984,True yeld,,0,-1,17
BLOSS,1985,True yeld,BLO85,1,-1,18
BLT68,1968,Naïve,,0,0,0
BLT68,1969,Naïve,,0,0,1
BLT68,1970,Naïve,,0,0,2
BLT68,1971,Naïve,BET71,1,-1,3
BLT68,1972,Milk,,0,-1,4
BLT68,1973,True yeld,BET73,1,0,5
BLT68,1974,Milk,BET74,1,-1,6
BLT68,1975,Summer yeld,BET75,1,-1,7
BLT68,1976,Milk,BET76,1,-1,8
BLT68,1977,Milk,,0,-1,9
BLT68,1978,True yeld,BET78,1,-1,10
BLT68,1979,Milk,,0,-1,11
BLT68,1980,True yeld,BET80,1,-1,12
BLT69,1969,Naïve,,0,0,0
BLT69,1970,Naïve,,0,0,1
BLT69,1971,Naïve,,0,-1,2
BLT69,1972,Naïve,CHE72,1,-1,3
BLT69,1973,Milk,CHE73,1,0,4
BLT69,1974,Milk,CHE74,1,-1,5
BLT69,1975,Winter yeld,CHE75,1,-1,6
BLT69,1976,Milk,CHE76,1,-1,7
BLT69,1977,Milk,CHE77,1,-1,8
BLT69,1978,Milk,CHE78,1,-1,9
BLT69,1979,Summer yeld,,0,-1,10
BLT69,1980,True yeld,CHE80,1,-1,11
BLT69,1981,Milk,CHE81,1,-1,12
BLT69,1982,Winter yeld,CHE82,1,-1,13
BLT69,1983,Milk,,0,-1,14
BLT69,1984,True yeld,CHE84,1,-1,15
BLT73,1973,Naïve,,0,0,0
BLT73,1974,Naïve,,0,0,1
BLT73,1975,Naïve,,0,-1,2
BLT73,1976,Naïve,,0,-1,3
BLT73,1977,Naïve,DAR77,1,-1,4
BLT73,1978,Milk,,0,-1,5
BLT73,1979,True yeld,DAR79,1,-1,6
BLT73,1980,Milk,,0,-1,7
BLT73,1981,True yeld,,0,-1,8
BLT73,1982,True yeld,DAR82,1,-1,9
BLT75,1975,Naïve,,0,0,0
BLT75,1976,Naïve,,0,0,1
BLT75,1977,Naïve,,0,-1,2
BLT75,1978,Naïve,HIC78,1,-1,3
BLT75,1979,Winter yeld,,0,-1,4
BLT75,1980,True yeld,HIC80,1,-1,5
BLT75,1981,Milk,HIC81,1,-1,6
BLT75,1982,Winter yeld,HIC82,1,-1,7
BLT75,1983,Winter yeld,HIC83,1,-1,8
BLT75,1984,Winter yeld,HIC84,1,-1,9
BLT75,1985,Milk,HIC85,1,-1,10
BLT75,1986,Winter yeld,,0,-1,11
BLT75,1987,True yeld,,0,-1,12
BLT75,1988,True yeld,HIC88,1,-1,13
BLT75,1989,Milk,HIC89,1,-1,14
BLT75,1990,Milk,HIC90,1,-1,15
BLT75,1991,Winter yeld,HIC91,1,-1,16
BLT75,1992,Summer yeld,HIC92,1,-1,17
BLTLE,1961,Naïve,,0,0,0
BLTLE,1962,Naïve,,0,0,1
BLTLE,1963,Naïve,,0,0,2
BLTLE,1964,Naïve,,0,0,3
BLTLE,1965,Naïve,,0,0,4
BLTLE,1966,Naïve,,0,0,5
BLTLE,1967,Naïve,,0,0,6
BLTLE,1968,Naïve,BLT68,1,0,7
BLTLE,1969,Milk,BLT69,1,0,8
BLTLE,1970,Milk,,0,0,9
BLTLE,1971,True yeld,BLT71,1,-1,10
BLTLE,1972,Milk,BLT72,1,-1,11
BLTLE,1973,Milk,BLT73,1,0,12
BLTLE,1974,Milk,,0,-1,13
BLTLE,1975,True yeld,BLT75,1,-1,14
BLTLE,1976,Milk,BLT76,1,-1,15
BLTLE,1977,Milk,,0,-1,16
BLTLE,1978,True yeld,BLT78,1,-1,17
BLTLE,1979,Summer yeld,,0,-1,18
BLUFF,1995,Naïve,BLF95,1,-1,
BMA10,2010,Naïve,,0,0,0
BMA15,2015,Naïve,,0,0,0
BMA15,2016,Naïve,,0,0,1
BMA16,2016,Naïve,,0,0,0
BMA16,2017,Naïve,,0,0,1
BMA16,2018,Naïve,,0,-1,2
BMA16,2019,Naïve,YAN19,1,-1,3
BMB10,2010,Naïve,,0,0,0
BMB10,2011,Naïve,,0,0,1
BMB10,2012,Naïve,,0,-1,2
BMB10,2013,Naïve,,0,-1,3
BMB10,2014,Naïve,BNT14,1,-1,4
BMB10,2015,Summer yeld,BNT15,1,-1,5
BMB10,2016,Milk,BNT16,1,-1,6
BMB12,2012,Naïve,,0,0,0
BMB13,2013,Naïve,,0,0,0
BMB13,2014,Naïve,,0,0,1
BMB13,2015,Naïve,,0,-1,2
BMB13,2016,Naïve,,0,-1,3
BMY21,2021,Naïve,,0,0,0
BMY21,2022,Naïve,,0,0,1
BMY21,2023,Naïve,,0,-1,2
BMY22,2022,Naïve,,0,0,0
BMY22,2023,Naïve,,0,0,1
BNG17,2017,Naïve,,0,0,0
BNJ01,2001,Naïve,,0,0,0
BNN00,2000,Naïve,,0,0,0
BNN01,2001,Naïve,,0,0,0
BNN03,2003,Naïve,,0,0,0
BNN03,2004,Naïve,,0,0,1
BNN04,2004,Naïve,,0,0,0
BNN98,1998,Naïve,,0,0,0
BNN99,1999,Naïve,,0,0,0
BNS07,2007,Naïve,,0,0,0
BNS07,2008,Naïve,,0,0,1
BNS07,2009,Naïve,,0,-1,2
BNS07,2010,Naïve,TBS10,1,-1,3
BNS07,2011,Milk,,0,-1,4
BNS09,2009,Naïve,,0,0,0
BNS09,2010,Naïve,,0,0,1
BNS09,2011,Naïve,,0,-1,2
BNX93,1993,Naïve,,0,0,0
BNX93,1994,Naïve,,0,0,1
BNX93,1995,Naïve,,0,-1,2
BNX93,1996,Naïve,,0,-1,3
BNX93,1997,Naïve,POM97,1,-1,4
BNX93,1998,Milk,,0,-1,5
BNX93,1999,True yeld,POM99,1,-1,6
BNX93,2000,Winter yeld,,0,-1,7
BNX93,2001,True yeld,POM01,1,-1,8
BNX93,2002,Milk,,0,-1,9
BNX93,2003,True yeld,POM03,1,-1,10
BNX93,2004,Winter yeld,POM04,1,-1,11
BNX93,2005,Winter yeld,,0,-1,12
BNX93,2006,True yeld,POM06,1,-1,13
BNX93,2007,Milk,POM07,1,-1,14
BNX93,2008,Winter yeld,,0,-1,15
BNX93,2009,True yeld,,0,-1,16
BNX93,2010,True yeld,,0,-1,17
BNX94,1994,Naïve,,0,0,0
BNX94,1995,Naïve,,0,0,1
BNX94,1996,Naïve,,0,-1,2
BNX94,1997,Naïve,,0,-1,3
BNX94,1998,Naïve,,0,-1,4
BNX94,1999,Naïve,KLD99,1,-1,5
BNX94,2000,Summer yeld,KLD00,1,-1,6
BNX94,2001,Milk,KLD01,1,-1,7
BNX94,2002,Milk,KLD02,1,-1,8
BNX94,2003,Milk,KLD03,1,-1,9
BNX94,2004,Milk,,0,-1,10
BNX94,2005,True yeld,KLD05,1,-1,11
BNX94,2006,Milk,KLD06,1,-1,12
BNX94,2007,Milk,KLD07,1,-1,13
BNX95,1995,Naïve,,0,0,0
BNX95,1996,Naïve,,0,0,1
BNX95,1997,Naïve,,0,-1,2
BNX95,1998,Naïve,,0,-1,3
BNX95,1999,Naïve,,0,-1,4
BNX95,2000,Naïve,JAE00,1,-1,5
BNX95,2001,Milk,,0,-1,6
BNX95,2002,True yeld,JAE02,1,-1,7
BNX95,2003,Milk,JAE03,1,-1,8
BNX95,2004,Milk,,0,-1,9
BNX95,2005,True yeld,JAE05,1,-1,10
BNX95,2006,Milk,,0,-1,11
BNX95,2007,True yeld,,0,-1,12
BNX95,2008,True yeld,JAE08,1,-1,13
BNX95,2009,Milk,,0,-1,14
BNX95,2010,True yeld,,0,-1,15
BNY85,1985,Naïve,,0,0,0
BNY85,1986,Naïve,,0,0,1
BNY85,1987,Naïve,,0,0,2
BNY85,1988,Naïve,,0,0,3
BNY86,1986,Naïve,,0,0,0
BOB20,2020,Naïve,,0,0,0
BOB20,2021,Naïve,,0,0,1
BOB20,2022,Naïve,,0,-1,2
BOB20,2023,Naïve,,0,-1,3
BOB22,2022,Naïve,,0,0,0
BOB22,2023,Naïve,,0,0,1
BOB23,2023,Naïve,,0,0,0
BOE20,2020,Naïve,,0,0,0
BOE20,2021,Naïve,,0,0,1
BOE20,2022,Naïve,,0,-1,2
BOE20,2023,Naïve,,0,-1,3
BOE23,2023,Naïve,,0,0,0
BON79,1979,Naïve,,0,0,0
BON79,1980,Naïve,,0,0,1
BON81,1981,Naïve,,0,0,0
BON81,1982,Naïve,,0,0,1
BON81,1983,Naïve,,0,-1,2
BON81,1984,Naïve,,0,-1,3
BON81,1985,Naïve,BNY85,1,-1,4
BON81,1986,Milk,BNY86,1,0,5
BON81,1987,Winter yeld,BNY87,1,0,6
BON82,1982,Naïve,,0,0,0
BON82,1983,Naïve,,0,0,1
BON82,1984,Naïve,,0,-1,2
BON82,1985,Naïve,,0,-1,3
BON82,1986,Naïve,TIB86,1,0,4
BON82,1987,Milk,,0,0,5
BON82,1988,True yeld,TIB88,1,0,6
BON82,1989,Milk,,0,0,7
BOO13,2013,Naïve,,0,0,0
BOO14,2014,Naïve,,0,0,0
BOO14,2015,Naïve,,0,0,1
BOO14,2016,Naïve,,0,-1,2
BOO14,2017,Naïve,,0,-1,3
BOO14,2018,Naïve,,0,-1,4
